# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,JobRole,missing_skills,gap_count,total_required,gap_percentage,severity
879,Sales Executive,Speaking; Reading Comprehension; Critical Thinking; Adobe Acrobat,4,10,0.4,MEDIUM
880,Manufacturing Director,None,0,10,0.0,LOW
881,Research Scientist,None,0,10,0.0,LOW
882,Laboratory Technician,Active Listening; Speaking; MEDITECH software; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
885,Sales Executive,Active Listening; Adobe Creative Cloud software; Eclipse IDE,3,10,0.3,LOW
887,Research Scientist,Critical Thinking; Amazon DynamoDB; Amazon Redshift,3,10,0.3,LOW
888,Laboratory Technician,Active Listening; Critical Thinking; MEDITECH software; Microsoft Excel,4,10,0.4,MEDIUM
889,Sales Executive,Speaking,1,10,0.1,LOW
893,Sales Representative,Writing; Apple macOS; HubSpot software,3,10,0.3,LOW
894,Laboratory Technician,Speaking; Science; Microsoft Office software; Microsoft Outlook,4,10,0.4,MEDIUM
895,Research Scientist,Active Listening; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,3,10,0.3,LOW
896,Sales Representative,Speaking; Writing; Apple macOS; HubSpot software; Microsoft Excel; Microsoft Office software,6,10,0.6,MEDIUM
897,Sales Executive,Active Listening; Reading Comprehension; Critical Thinking; Adobe Acrobat; Facebook,5,10,0.5,MEDIUM
899,Manufacturing Director,Monitoring,1,10,0.1,LOW
900,Sales Representative,IBM SPSS Statistics,1,10,0.1,LOW
901,Research Director,Adobe Acrobat,1,10,0.1,LOW
902,Healthcare Representative,Active Listening; Speaking; Reading Comprehension; Apple macOS,4,10,0.4,MEDIUM
903,Sales Executive,Speaking; Reading Comprehension; Adobe Creative Cloud software,3,10,0.3,LOW
904,Sales Executive,None,0,10,0.0,LOW
909,Human Resources,Critical Thinking; Adobe Acrobat; Adobe InDesign; Adobe Photoshop,4,10,0.4,MEDIUM
910,Human Resources,Reading Comprehension; Critical Thinking; Adobe InDesign; Adobe Photoshop,4,10,0.4,MEDIUM
911,Laboratory Technician,Critical Thinking; Speaking; Google Docs; MEDITECH software,4,10,0.4,MEDIUM
912,Laboratory Technician,Reading Comprehension,1,10,0.1,LOW
913,Research Scientist,Reading Comprehension; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
916,Sales Executive,Speaking; Adobe Acrobat; Bentley MicroStation; Facebook,4,10,0.4,MEDIUM
918,Laboratory Technician,Active Listening; Speaking; Microsoft Outlook,3,10,0.3,LOW
920,Manufacturing Director,Critical Thinking; Monitoring; Reading Comprehension; Adobe Acrobat; Adobe After Effects; Adobe InDesign; Autodesk AutoCAD,7,10,0.7,HIGH
922,Sales Representative,Writing; Active Learning; Apple macOS,3,10,0.3,LOW
923,Research Scientist,Reading Comprehension; Active Listening; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
924,Healthcare Representative,None,0,10,0.0,LOW
925,Sales Representative,HubSpot software; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
926,Manufacturing Director,Adobe InDesign,1,10,0.1,LOW
927,Laboratory Technician,Speaking,1,10,0.1,LOW
930,Research Scientist,Critical Thinking; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,4,10,0.4,MEDIUM
932,Laboratory Technician,Reading Comprehension; Active Listening; Critical Thinking; Speaking; Science; Microsoft Excel,6,10,0.6,MEDIUM
933,Research Scientist,Critical Thinking; Active Listening; Speaking; Amazon DynamoDB,4,10,0.4,MEDIUM
934,Laboratory Technician,Science; Google Docs,2,10,0.2,LOW
936,Sales Executive,Bentley MicroStation,1,10,0.1,LOW
939,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,8,10,0.8,HIGH
940,Healthcare Representative,Active Listening; Active Learning; IBM SPSS Statistics,3,10,0.3,LOW
941,Sales Representative,Microsoft Excel,1,10,0.1,LOW
942,Healthcare Representative,Writing; HubSpot software,2,10,0.2,LOW
944,Laboratory Technician,None,0,10,0.0,LOW
945,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,9,10,0.9,HIGH
947,Sales Executive,Reading Comprehension; Monitoring; Adobe Acrobat,3,10,0.3,LOW
949,Research Scientist,None,0,10,0.0,LOW
950,Research Director,None,0,10,0.0,LOW
951,Laboratory Technician,Reading Comprehension; MEDITECH software,2,10,0.2,LOW
952,Sales Representative,Speaking; Reading Comprehension; Writing; Apple macOS; Microsoft Excel,5,10,0.5,MEDIUM
954,Sales Executive,Speaking; Reading Comprehension; Critical Thinking; Bentley MicroStation; Eclipse IDE; Facebook,6,10,0.6,MEDIUM
956,Sales Executive,Monitoring; Adobe Acrobat; Eclipse IDE,3,10,0.3,LOW
957,Laboratory Technician,None,0,10,0.0,LOW
958,Laboratory Technician,Microsoft Office software,1,10,0.1,LOW
959,Sales Representative,Active Listening; Speaking; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Office software,6,10,0.6,MEDIUM
960,Laboratory Technician,Critical Thinking; Speaking; Science; MEDITECH software; Microsoft Outlook,5,10,0.5,MEDIUM
961,Healthcare Representative,Speaking; Writing; Apple macOS; Microsoft Office software,4,10,0.4,MEDIUM
964,Research Scientist,Active Listening; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
966,Manufacturing Director,Critical Thinking; Adobe After Effects,2,10,0.2,LOW
967,Sales Executive,None,0,10,0.0,LOW
969,Healthcare Representative,Reading Comprehension; HubSpot software,2,10,0.2,LOW
970,Sales Executive,Speaking,1,10,0.1,LOW
972,Laboratory Technician,None,0,10,0.0,LOW
974,Sales Representative,Speaking; Writing; Active Learning; Apple macOS,4,10,0.4,MEDIUM
975,Sales Executive,Adobe Creative Cloud software; Facebook,2,10,0.2,LOW
977,Research Scientist,Critical Thinking; Active Learning; Amazon Web Services AWS software,3,10,0.3,LOW
982,Sales Executive,Adobe Acrobat; Bentley MicroStation; Eclipse IDE,3,10,0.3,LOW
983,Sales Executive,Speaking; Reading Comprehension; Critical Thinking; Adobe Creative Cloud software; Bentley MicroStation; Eclipse IDE,6,10,0.6,MEDIUM
984,Sales Executive,Adobe Acrobat,1,10,0.1,LOW
985,Sales Executive,Speaking; Reading Comprehension; Bentley MicroStation,3,10,0.3,LOW
986,Sales Executive,Speaking; Reading Comprehension; Monitoring; Adobe Creative Cloud software; Bentley MicroStation,5,10,0.5,MEDIUM
987,Manufacturing Director,Autodesk AutoCAD,1,10,0.1,LOW
990,Sales Executive,None,0,10,0.0,LOW
991,Research Scientist,Critical Thinking; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS software,5,10,0.5,MEDIUM
994,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Active Learning; Amazon Web Services AWS software,5,10,0.5,MEDIUM
995,Research Scientist,Speaking; Active Learning; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
996,Laboratory Technician,Speaking; Microsoft Office software,2,10,0.2,LOW
997,Research Director,Science; Reading Comprehension; Adobe Acrobat; Microsoft Access,4,10,0.4,MEDIUM
998,Healthcare Representative,Active Learning; HubSpot software,2,10,0.2,LOW
999,Research Director,None,0,10,0.0,LOW
1001,Laboratory Technician,Reading Comprehension; Active Listening; Speaking; MEDITECH software; Microsoft Excel; Microsoft Office software; Microsoft Outlook,7,10,0.7,HIGH
1002,Laboratory Technician,Active Listening,1,10,0.1,LOW
1003,Sales Executive,Monitoring; Adobe Acrobat,2,10,0.2,LOW
1004,Research Scientist,Reading Comprehension; Amazon DynamoDB,2,10,0.2,LOW
1005,Manufacturing Director,None,0,10,0.0,LOW
1006,Research Scientist,Critical Thinking; Active Listening; Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,7,10,0.7,HIGH
1007,Manufacturing Director,Adobe After Effects; Autodesk AutoCAD,2,10,0.2,LOW
1009,Manufacturing Director,Reading Comprehension; Active Listening,2,10,0.2,LOW
1010,Laboratory Technician,Reading Comprehension; Critical Thinking; Microsoft Office software; Microsoft Outlook,4,10,0.4,MEDIUM
1011,Manufacturing Director,Monitoring; Adobe Acrobat; Adobe After Effects; Autodesk AutoCAD,4,10,0.4,MEDIUM
1012,Research Scientist,Active Listening; Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,7,10,0.7,HIGH
1013,Manufacturing Director,Adobe Photoshop,1,10,0.1,LOW
1014,Healthcare Representative,HubSpot software,1,10,0.1,LOW
1015,Research Director,IBM SPSS Statistics,1,10,0.1,LOW
1016,Research Scientist,Reading Comprehension; Active Listening; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,8,10,0.8,HIGH
1017,Laboratory Technician,Reading Comprehension; MEDITECH software,2,10,0.2,LOW
1018,Manufacturing Director,None,0,10,0.0,LOW
1019,Laboratory Technician,Reading Comprehension; Speaking; Microsoft Excel; Microsoft Office software; Microsoft Outlook,5,10,0.5,MEDIUM
1022,Healthcare Representative,Active Listening; Speaking; Reading Comprehension; Writing; Apple macOS; Microsoft Excel; Microsoft Office software,7,10,0.7,HIGH
1024,Healthcare Representative,Microsoft Office software,1,10,0.1,LOW
1025,Manufacturing Director,Critical Thinking; Active Listening,2,10,0.2,LOW
1026,Manufacturing Director,None,0,10,0.0,LOW
1027,Manufacturing Director,Speaking; Monitoring; Adobe Photoshop; Autodesk AutoCAD,4,10,0.4,MEDIUM
1028,Laboratory Technician,Science; Microsoft Office software,2,10,0.2,LOW
1030,Laboratory Technician,Reading Comprehension; Science; Google Docs,3,10,0.3,LOW
1032,Manufacturing Director,Speaking; Monitoring; Adobe Acrobat; Adobe After Effects,4,10,0.4,MEDIUM
1033,Healthcare Representative,Writing; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
1034,Healthcare Representative,Speaking; IBM SPSS Statistics,2,10,0.2,LOW
1035,Research Director,None,0,10,0.0,LOW
1036,Sales Executive,Reading Comprehension; Monitoring; Adobe Acrobat; Bentley MicroStation; Eclipse IDE,5,10,0.5,MEDIUM
1037,Sales Executive,Active Listening; Speaking; Adobe Acrobat; Eclipse IDE,4,10,0.4,MEDIUM
1039,Sales Executive,Facebook,1,10,0.1,LOW
1040,Sales Executive,Reading Comprehension,1,10,0.1,LOW
1042,Laboratory Technician,None,0,10,0.0,LOW
1043,Manufacturing Director,None,0,10,0.0,LOW
1044,Sales Representative,Active Listening; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Office software,6,10,0.6,MEDIUM
1046,Laboratory Technician,Critical Thinking,1,10,0.1,LOW
1047,Sales Executive,None,0,10,0.0,LOW
1049,Human Resources,Reading Comprehension; Active Listening; Writing; Adobe Illustrator,4,10,0.4,MEDIUM
1050,Sales Executive,None,0,10,0.0,LOW
1052,Laboratory Technician,Reading Comprehension; Critical Thinking; Science; MEDITECH software,4,10,0.4,MEDIUM
1053,Research Scientist,Critical Thinking; Active Listening; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1055,Sales Representative,Active Listening; Speaking; Reading Comprehension; Writing; Apple macOS; IBM SPSS Statistics,6,10,0.6,MEDIUM
1056,Sales Representative,Reading Comprehension; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
1060,Research Scientist,Reading Comprehension; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Redshift,4,10,0.4,MEDIUM
1061,Research Director,Reading Comprehension; Adobe Photoshop; Microsoft Access,3,10,0.3,LOW
1062,Healthcare Representative,Reading Comprehension; Microsoft Excel,2,10,0.2,LOW
1066,Sales Executive,Speaking; Adobe Acrobat; Adobe Creative Cloud software,3,10,0.3,LOW
1068,Research Scientist,Critical Thinking; Speaking; Amazon Web Services AWS software,3,10,0.3,LOW
1069,Research Director,Reading Comprehension; Active Listening; Monitoring; Adobe Acrobat; Adobe Photoshop; ESRI ArcGIS software; IBM SPSS Statistics,7,10,0.7,HIGH
1070,Sales Executive,None,0,10,0.0,LOW
1071,Research Scientist,Critical Thinking; Active Listening; Speaking; Amazon DynamoDB,4,10,0.4,MEDIUM
1073,Manufacturing Director,None,0,10,0.0,LOW
1076,Sales Executive,Speaking; Critical Thinking; Adobe Creative Cloud software; Bentley MicroStation,4,10,0.4,MEDIUM
1077,Sales Representative,Reading Comprehension; Writing; Apple macOS; HubSpot software; Microsoft Office software,5,10,0.5,MEDIUM
1079,Laboratory Technician,Science; Microsoft Excel; Microsoft Office software; Microsoft Outlook,4,10,0.4,MEDIUM
1080,Research Scientist,None,0,10,0.0,LOW
1081,Research Scientist,Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,2,10,0.2,LOW
1082,Healthcare Representative,Active Listening; Apple macOS; Microsoft Excel,3,10,0.3,LOW
1083,Laboratory Technician,Microsoft Excel; Microsoft Office software,2,10,0.2,LOW
1084,Manufacturing Director,Critical Thinking; Speaking; Adobe After Effects; Adobe InDesign; Autodesk AutoCAD,5,10,0.5,MEDIUM
1085,Research Scientist,None,0,10,0.0,LOW
1088,Healthcare Representative,None,0,10,0.0,LOW
1092,Healthcare Representative,Speaking,1,10,0.1,LOW
1094,Laboratory Technician,Microsoft Office software; Microsoft Outlook,2,10,0.2,LOW
1096,Manufacturing Director,Critical Thinking; Adobe Acrobat,2,10,0.2,LOW
1097,Research Scientist,Amazon DynamoDB,1,10,0.1,LOW
1098,Human Resources,Speaking; Adobe Acrobat,2,10,0.2,LOW
1099,Healthcare Representative,Writing; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
1100,Sales Executive,Speaking; Reading Comprehension,2,10,0.2,LOW
1101,Research Scientist,None,0,10,0.0,LOW
1102,Laboratory Technician,Google Docs; MEDITECH software; Microsoft Excel; Microsoft Outlook,4,10,0.4,MEDIUM
1103,Healthcare Representative,Active Listening; Writing; Microsoft Office software,3,10,0.3,LOW
1105,Sales Executive,Active Listening; Speaking; Critical Thinking,3,10,0.3,LOW
1106,Laboratory Technician,Critical Thinking; Microsoft Excel,2,10,0.2,LOW
1107,Laboratory Technician,Reading Comprehension; Critical Thinking; Speaking; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1108,Research Scientist,Reading Comprehension; Active Listening; Speaking; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS software,6,10,0.6,MEDIUM
1111,Laboratory Technician,Speaking; Science; Google Docs; Microsoft Outlook,4,10,0.4,MEDIUM
1113,Sales Executive,Speaking; Eclipse IDE; Facebook,3,10,0.3,LOW
1114,Sales Executive,Adobe Acrobat,1,10,0.1,LOW
1115,Research Scientist,Critical Thinking; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1117,Sales Executive,Adobe Acrobat,1,10,0.1,LOW
1118,Healthcare Representative,Reading Comprehension,1,10,0.1,LOW
1119,Sales Executive,Active Listening; Reading Comprehension; Eclipse IDE,3,10,0.3,LOW
1120,Research Scientist,Amazon Redshift; Amazon Web Services AWS software,2,10,0.2,LOW
1121,Manufacturing Director,None,0,10,0.0,LOW
1125,Sales Executive,Active Listening; Speaking; Monitoring; Adobe Acrobat; Eclipse IDE; Facebook,6,10,0.6,MEDIUM
1126,Manufacturing Director,Critical Thinking; Speaking; Adobe Acrobat; Adobe Photoshop,4,10,0.4,MEDIUM
1127,Healthcare Representative,None,0,10,0.0,LOW
1128,Research Director,None,0,10,0.0,LOW
1131,Research Scientist,Speaking; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1132,Laboratory Technician,Reading Comprehension; Critical Thinking; Microsoft Outlook,3,10,0.3,LOW
1133,Manufacturing Director,Adobe Acrobat; Adobe After Effects,2,10,0.2,LOW
1135,Sales Representative,Writing; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
1136,Research Scientist,Critical Thinking; Amazon DynamoDB; Amazon Redshift,3,10,0.3,LOW
1137,Sales Executive,Speaking; Reading Comprehension; Critical Thinking; Adobe Acrobat; Eclipse IDE,5,10,0.5,MEDIUM
1138,Sales Executive,Critical Thinking,1,10,0.1,LOW
1140,Manufacturing Director,Monitoring; Adobe InDesign; Adobe Photoshop,3,10,0.3,LOW
1143,Research Scientist,Critical Thinking; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1148,Laboratory Technician,Active Listening; Speaking; Science; Microsoft Excel,4,10,0.4,MEDIUM
1150,Manufacturing Director,None,0,10,0.0,LOW
1152,Human Resources,Writing; Critical Thinking; Adobe Acrobat,3,10,0.3,LOW
1154,Research Scientist,Reading Comprehension; Active Listening; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1156,Laboratory Technician,Reading Comprehension; Active Listening; Critical Thinking; Speaking; Science; Google Docs; MEDITECH software; Microsoft Excel,8,10,0.8,HIGH
1157,Sales Executive,Active Listening; Adobe Acrobat; Adobe Creative Cloud software; Facebook,4,10,0.4,MEDIUM
1158,Laboratory Technician,Active Listening; Speaking; Science; Google Docs; Microsoft Excel,5,10,0.5,MEDIUM
1160,Laboratory Technician,Reading Comprehension; Active Listening; Microsoft Excel; Microsoft Outlook,4,10,0.4,MEDIUM
1161,Healthcare Representative,Apple macOS; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
1162,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Active Learning; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,6,10,0.6,MEDIUM
1163,Sales Executive,Critical Thinking; Adobe Creative Cloud software,2,10,0.2,LOW
1164,Human Resources,Active Listening; Adobe Illustrator; Adobe Photoshop,3,10,0.3,LOW
1165,Sales Executive,None,0,10,0.0,LOW
1166,Research Director,None,0,10,0.0,LOW
1167,Sales Executive,None,0,10,0.0,LOW
1171,Sales Executive,Reading Comprehension; Monitoring; Bentley MicroStation,3,10,0.3,LOW
1172,Laboratory Technician,MEDITECH software,1,10,0.1,LOW
1173,Laboratory Technician,Critical Thinking; MEDITECH software; Microsoft Excel,3,10,0.3,LOW
1175,Laboratory Technician,Microsoft Excel; Microsoft Office software; Microsoft Outlook,3,10,0.3,LOW
1177,Laboratory Technician,Google Docs; MEDITECH software,2,10,0.2,LOW
1179,Sales Executive,None,0,10,0.0,LOW
1180,Research Scientist,Critical Thinking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,4,10,0.4,MEDIUM
1182,Manufacturing Director,Monitoring,1,10,0.1,LOW
1184,Healthcare Representative,Apple macOS,1,10,0.1,LOW
1185,Laboratory Technician,Reading Comprehension; Critical Thinking; Speaking; Science; Google Docs; MEDITECH software; Microsoft Office software,7,10,0.7,HIGH
1188,Sales Executive,Critical Thinking; Adobe Acrobat,2,10,0.2,LOW
1190,Sales Representative,Speaking; Reading Comprehension; Apple macOS; HubSpot software; Microsoft Office software,5,10,0.5,MEDIUM
1192,Laboratory Technician,Google Docs,1,10,0.1,LOW
1193,Research Scientist,Critical Thinking; Amazon Elastic Compute Cloud EC2,2,10,0.2,LOW
1195,Research Scientist,Critical Thinking; Reading Comprehension; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation,6,10,0.6,MEDIUM
1196,Manufacturing Director,None,0,10,0.0,LOW
1198,Laboratory Technician,Active Listening; Critical Thinking; MEDITECH software; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1200,Research Scientist,Critical Thinking; Active Learning; Amazon Redshift,3,10,0.3,LOW
1202,Research Scientist,Critical Thinking; Amazon Web Services AWS software,2,10,0.2,LOW
1203,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,7,10,0.7,HIGH
1206,Research Scientist,Active Listening; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,6,10,0.6,MEDIUM
1207,Human Resources,Speaking; Adobe InDesign,2,10,0.2,LOW
1210,Research Scientist,Critical Thinking; Reading Comprehension; Speaking; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,6,10,0.6,MEDIUM
1211,Sales Executive,Active Listening; Monitoring; Adobe Acrobat; Facebook,4,10,0.4,MEDIUM
1212,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software; Eclipse IDE; Facebook,8,10,0.8,HIGH
1216,Laboratory Technician,Science; Microsoft Excel; Microsoft Outlook,3,10,0.3,LOW
1217,Research Director,Science; Critical Thinking; Adobe Photoshop; IBM SPSS Statistics,4,10,0.4,MEDIUM
1218,Sales Executive,Reading Comprehension; Monitoring,2,10,0.2,LOW
1219,Laboratory Technician,Reading Comprehension; Critical Thinking; Science; Microsoft Outlook,4,10,0.4,MEDIUM
1220,Sales Executive,None,0,10,0.0,LOW
1221,Laboratory Technician,MEDITECH software; Microsoft Outlook,2,10,0.2,LOW
1224,Laboratory Technician,Speaking,1,10,0.1,LOW
1225,Research Scientist,Reading Comprehension,1,10,0.1,LOW
1226,Sales Representative,Reading Comprehension; Writing; HubSpot software; Microsoft Office software,4,10,0.4,MEDIUM
1228,Manufacturing Director,Adobe InDesign; Adobe Photoshop,2,10,0.2,LOW
1231,Human Resources,Speaking; Active Listening; Critical Thinking; Adobe Illustrator,4,10,0.4,MEDIUM
1233,Sales Executive,Monitoring,1,10,0.1,LOW
1234,Laboratory Technician,Reading Comprehension; Active Listening; Speaking; Science; MEDITECH software; Microsoft Outlook,6,10,0.6,MEDIUM
1235,Research Scientist,Critical Thinking,1,10,0.1,LOW
1237,Manufacturing Director,Critical Thinking; Speaking,2,10,0.2,LOW
1238,Research Scientist,Speaking,1,10,0.1,LOW
1239,Sales Executive,Active Listening; Adobe Creative Cloud software,2,10,0.2,LOW
1240,Sales Executive,Reading Comprehension,1,10,0.1,LOW
1241,Research Scientist,None,0,10,0.0,LOW
1242,Research Director,Science; Critical Thinking,2,10,0.2,LOW
1243,Sales Executive,None,0,10,0.0,LOW
1244,Research Scientist,Amazon Web Services AWS CloudFormation,1,10,0.1,LOW
1245,Manufacturing Director,Critical Thinking; Speaking; Adobe Acrobat; Adobe InDesign; Autodesk AutoCAD,5,10,0.5,MEDIUM
1246,Research Scientist,None,0,10,0.0,LOW
1248,Research Scientist,Speaking; Active Learning; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,4,10,0.4,MEDIUM
1249,Research Scientist,Reading Comprehension; Active Listening; Amazon DynamoDB,3,10,0.3,LOW
1250,Research Director,Science,1,10,0.1,LOW
1251,Healthcare Representative,Active Listening; Reading Comprehension,2,10,0.2,LOW
1252,Healthcare Representative,None,0,10,0.0,LOW
1254,Sales Executive,Adobe Acrobat; Bentley MicroStation; Eclipse IDE,3,10,0.3,LOW
1255,Research Director,Active Listening; Adobe Photoshop,2,10,0.2,LOW
1257,Research Scientist,Active Learning,1,10,0.1,LOW
1258,Laboratory Technician,Reading Comprehension; Critical Thinking,2,10,0.2,LOW
1259,Research Scientist,Critical Thinking; Amazon DynamoDB; Amazon Redshift,3,10,0.3,LOW
1260,Healthcare Representative,Writing,1,10,0.1,LOW
1263,Research Director,Science; Active Listening; Critical Thinking; Adobe Photoshop; IBM SPSS Statistics,5,10,0.5,MEDIUM
1264,Research Director,Active Listening; Monitoring; IBM SPSS Statistics; Microsoft Access,4,10,0.4,MEDIUM
1265,Research Scientist,Reading Comprehension,1,10,0.1,LOW
1268,Sales Executive,Speaking,1,10,0.1,LOW
1269,Research Scientist,Critical Thinking; Amazon Redshift,2,10,0.2,LOW
1270,Research Scientist,Reading Comprehension; Speaking; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1273,Sales Representative,Reading Comprehension; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1275,Research Scientist,Active Learning; Amazon Web Services AWS CloudFormation,2,10,0.2,LOW
1278,Healthcare Representative,Active Listening; Active Learning,2,10,0.2,LOW
1279,Laboratory Technician,Science; Google Docs; Microsoft Excel; Microsoft Office software; Microsoft Outlook,5,10,0.5,MEDIUM
1281,Sales Executive,Reading Comprehension; Critical Thinking; Monitoring; Adobe Acrobat,4,10,0.4,MEDIUM
1283,Manufacturing Director,Adobe Acrobat; Adobe After Effects,2,10,0.2,LOW
1285,Laboratory Technician,Speaking,1,10,0.1,LOW
1286,Laboratory Technician,Active Listening; Critical Thinking; Speaking; MEDITECH software; Microsoft Excel; Microsoft Outlook,6,10,0.6,MEDIUM
1289,Human Resources,None,0,10,0.0,LOW
1291,Research Scientist,Critical Thinking; Speaking; Amazon Redshift; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1292,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,6,10,0.6,MEDIUM
1293,Sales Executive,None,0,10,0.0,LOW
1294,Manufacturing Director,None,0,10,0.0,LOW
1295,Healthcare Representative,None,0,10,0.0,LOW
1296,Laboratory Technician,Active Listening; Critical Thinking; MEDITECH software; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1297,Laboratory Technician,None,0,10,0.0,LOW
1298,Manufacturing Director,Monitoring; Autodesk AutoCAD,2,10,0.2,LOW
1299,Laboratory Technician,Active Listening; Critical Thinking; Google Docs; MEDITECH software,4,10,0.4,MEDIUM
1301,Research Scientist,Critical Thinking; Speaking; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1303,Research Scientist,Critical Thinking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1304,Sales Executive,None,0,10,0.0,LOW
1308,Research Scientist,Speaking; Amazon Web Services AWS software,2,10,0.2,LOW
1309,Laboratory Technician,None,0,10,0.0,LOW
1310,Research Scientist,Critical Thinking; Amazon Redshift,2,10,0.2,LOW
1311,Laboratory Technician,None,0,10,0.0,LOW
1312,Healthcare Representative,Speaking; HubSpot software,2,10,0.2,LOW
1314,Human Resources,Speaking; Reading Comprehension,2,10,0.2,LOW
1315,Laboratory Technician,None,0,10,0.0,LOW
1317,Research Director,Reading Comprehension; Monitoring; Adobe Acrobat,3,10,0.3,LOW
1318,Sales Executive,Speaking; Adobe Acrobat,2,10,0.2,LOW
1319,Sales Executive,None,0,10,0.0,LOW
1322,Manufacturing Director,Active Listening,1,10,0.1,LOW
1324,Sales Executive,None,0,10,0.0,LOW
1329,Sales Executive,Adobe Creative Cloud software,1,10,0.1,LOW
