# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill 
846,Bentley MicroStation,software,1
846,Eclipse IDE,software,1
846,Facebook,software,1
847,Speaking,essential,0
847,Reading Comprehension,essential,0
847,Active Listening,essential,1
847,Writing,essential,1
847,Critical Thinking,essential,1
847,Adobe Acrobat,software,1
847,Adobe Creative Cloud software,software,0
847,Adobe Illustrator,software,0
847,Adobe InDesign,software,0
847,Adobe Photoshop,software,0
848,Critical Thinking,essential,1
848,Reading Comprehension,essential,1
848,Active Listening,essential,0
848,Speaking,essential,1
848,Active Learning,essential,1
848,Amazon DynamoDB,software,1
848,Amazon Elastic Compute Cloud EC2,software,1
848,Amazon Redshift,software,0
848,Amazon Web Services AWS CloudFormation,software,1
848,Amazon Web Services AWS software,software,1
850,Critical Thinking,essential,0
850,Reading Comprehension,essential,1
850,Active Listening,essential,0
850,Speaking,essential,1
850,Active Learning,essential,0
850,Amazon DynamoDB,software,1
850,Amazon Elastic Compute Cloud EC2,software,1
850,Amazon Redshift,software,1
850,Amazon Web Services AWS CloudFormation,software,0
850,Amazon Web Services AWS software,software,1
851,N/A - Department-level analysis only,N/A,0
852,Active Listening,essential,1
852,Speaking,essential,1
852,Reading Comprehension,essential,0
852,Writing,essential,1
852,Active Learning,essential,1
852,Apple macOS,software,0
852,HubSpot software,software,1
852,IBM SPSS Statistics,software,0
852,Microsoft Excel,software,1
852,Microsoft Office software,software,1
854,Critical Thinking,essential,1
854,Reading Comprehension,essential,1
854,Active Listening,essential,0
854,Speaking,essential,1
854,Active Learning,essential,0
854,Amazon DynamoDB,software,1
854,Amazon Elastic Compute Cloud EC2,software,1
854,Amazon Redshift,software,1
854,Amazon Web Services AWS CloudFormation,software,0
854,Amazon Web Services AWS software,software,1
855,Active Listening,essential,1
855,Speaking,essential,1
855,Reading Comprehension,essential,1
855,Critical Thinking,essential,1
855,Monitoring,essential,1
855,Adobe Acrobat,software,1
855,Adobe Creative Cloud software,software,1
855,Bentley MicroStation,software,1
855,Eclipse IDE,software,1
855,Facebook,software,1
856,Critical Thinking,essential,1
856,Reading Comprehension,essential,0
856,Active Listening,essential,1
856,Speaking,essential,0
856,Active Learning,essential,1
856,Amazon DynamoDB,software,1
856,Amazon Elastic Compute Cloud EC2,software,1
856,Amazon Redshift,software,1
856,Amazon Web Services AWS CloudFormation,software,1
856,Amazon Web Services AWS software,software,1
857,Active Listening,essential,1
857,Speaking,essential,1
857,Reading Comprehension,essential,1
857,Critical Thinking,essential,1
857,Monitoring,essential,1
857,Adobe Acrobat,software,1
857,Adobe Creative Cloud software,software,1
857,Bentley MicroStation,software,1
857,Eclipse IDE,software,1
857,Facebook,software,1
859,Active Listening,essential,0
859,Speaking,essential,1
859,Reading Comprehension,essential,1
859,Critical Thinking,essential,1
859,Monitoring,essential,1
859,Adobe Acrobat,software,1
859,Adobe Creative Cloud software,software,1
859,Bentley MicroStation,software,1
859,Eclipse IDE,software,1
859,Facebook,software,1
861,Critical Thinking,essential,0
861,Reading Comprehension,essential,1
861,Active Listening,essential,0
861,Speaking,essential,0
861,Active Learning,essential,1
861,Amazon DynamoDB,software,1
861,Amazon Elastic Compute Cloud EC2,software,1
861,Amazon Redshift,software,0
861,Amazon Web Services AWS CloudFormation,software,0
861,Amazon Web Services AWS software,software,1
862,Active Listening,essential,1
862,Speaking,essential,0
862,Reading Comprehension,essential,1
862,Critical Thinking,essential,0
862,Monitoring,essential,0
862,Adobe Acrobat,software,1
862,Adobe Creative Cloud software,software,1
862,Bentley MicroStation,software,1
862,Eclipse IDE,software,1
862,Facebook,software,1
864,Active Listening,essential,0
864,Speaking,essential,0
864,Reading Comprehension,essential,0
864,Critical Thinking,essential,1
864,Monitoring,essential,0
864,Adobe Acrobat,software,0
864,Adobe Creative Cloud software,software,1
864,Bentley MicroStation,software,1
864,Eclipse IDE,software,1
864,Facebook,software,0
865,Critical Thinking,essential,1
865,Reading Comprehension,essential,0
865,Active Listening,essential,1
865,Speaking,essential,0
865,Active Learning,essential,1
865,Amazon DynamoDB,software,1
865,Amazon Elastic Compute Cloud EC2,software,1
865,Amazon Redshift,software,1
865,Amazon Web Services AWS CloudFormation,software,0
865,Amazon Web Services AWS software,software,1
867,Critical Thinking,essential,1
867,Speaking,essential,1
867,Monitoring,essential,1
867,Reading Comprehension,essential,1
867,Active Listening,essential,1
867,Adobe Acrobat,software,0
867,Adobe After Effects,software,1
867,Adobe InDesign,software,1
867,Adobe Photoshop,software,0
867,Autodesk AutoCAD,software,1
868,Active Listening,essential,1
868,Speaking,essential,0
868,Reading Comprehension,essential,0
868,Critical Thinking,essential,0
868,Monitoring,essential,0
868,Adobe Acrobat,software,0
868,Adobe Creative Cloud software,software,1
868,Bentley MicroStation,software,0
868,Eclipse IDE,software,0
868,Facebook,software,1
869,Speaking,essential,1
869,Reading Comprehension,essential,1
869,Active Listening,essential,1
869,Writing,essential,1
869,Critical Thinking,essential,1
869,Adobe Acrobat,software,1
869,Adobe Creative Cloud software,software,1
869,Adobe Illustrator,software,0
869,Adobe InDesign,software,1
869,Adobe Photoshop,software,1
872,Critical Thinking,essential,1
872,Speaking,essential,0
872,Monitoring,essential,0
872,Reading Comprehension,essential,1
872,Active Listening,essential,1
872,Adobe Acrobat,software,1
872,Adobe After Effects,software,1
872,Adobe InDesign,software,0
872,Adobe Photoshop,software,0
872,Autodesk AutoCAD,software,1
874,Reading Comprehension,essential,0
874,Active Listening,essential,1
874,Critical Thinking,essential,0
874,Speaking,essential,0
874,Science,essential,1
874,Google Docs,software,1
874,MEDITECH software,software,0
874,Microsoft Excel,software,1
874,Microsoft Office software,software,1
874,Microsoft Outlook,software,1
875,Critical Thinking,essential,0
875,Reading Comprehension,essential,1
875,Active Listening,essential,0
875,Speaking,essential,1
875,Active Learning,essential,0
875,Amazon DynamoDB,software,0
875,Amazon Elastic Compute Cloud EC2,software,0
875,Amazon Redshift,software,1
875,Amazon Web Services AWS CloudFormation,software,0
875,Amazon Web Services AWS software,software,0
878,Speaking,essential,1
878,Reading Comprehension,essential,1
878,Active Listening,essential,1
878,Writing,essential,1
878,Critical Thinking,essential,0
878,Adobe Acrobat,software,1
878,Adobe Creative Cloud software,software,1
878,Adobe Illustrator,software,0
878,Adobe InDesign,software,1
878,Adobe Photoshop,software,1
879,Active Listening,essential,1
879,Speaking,essential,0
879,Reading Comprehension,essential,0
879,Critical Thinking,essential,0
879,Monitoring,essential,1
879,Adobe Acrobat,software,0
879,Adobe Creative Cloud software,software,1
879,Bentley MicroStation,software,1
879,Eclipse IDE,software,1
879,Facebook,software,1
880,Critical Thinking,essential,1
880,Speaking,essential,1
880,Monitoring,essential,1
880,Reading Comprehension,essential,1
880,Active Listening,essential,1
880,Adobe Acrobat,software,1
880,Adobe After Effects,software,1
880,Adobe InDesign,software,1
880,Adobe Photoshop,software,1
880,Autodesk AutoCAD,software,1
881,Critical Thinking,essential,1
881,Reading Comprehension,essential,1
881,Active Listening,essential,1
881,Speaking,essential,1
881,Active Learning,essential,1
881,Amazon DynamoDB,software,1
881,Amazon Elastic Compute Cloud EC2,software,1
881,Amazon Redshift,software,1
881,Amazon Web Services AWS CloudFormation,software,1
881,Amazon Web Services AWS software,software,1
882,Reading Comprehension,essential,1
882,Active Listening,essential,0
882,Critical Thinking,essential,1
882,Speaking,essential,0
882,Science,essential,1
882,Google Docs,software,1
882,MEDITECH software,software,0
882,Microsoft Excel,software,0
882,Microsoft Office software,software,0
882,Microsoft Outlook,software,1
885,Active Listening,essential,0
885,Speaking,essential,1
885,Reading Comprehension,essential,1
885,Critical Thinking,essential,1
885,Monitoring,essential,1
885,Adobe Acrobat,software,1
885,Adobe Creative Cloud software,software,0
885,Bentley MicroStation,software,1
885,Eclipse IDE,software,0
885,Facebook,software,1
887,Critical Thinking,essential,0
887,Reading Comprehension,essential,1
887,Active Listening,essential,1
887,Speaking,essential,1
887,Active Learning,essential,1
887,Amazon DynamoDB,software,0
887,Amazon Elastic Compute Cloud EC2,software,1
887,Amazon Redshift,software,0
887,Amazon Web Services AWS CloudFormation,software,1
887,Amazon Web Services AWS software,software,1
888,Reading Comprehension,essential,1
888,Active Listening,essential,0
888,Critical Thinking,essential,0
888,Speaking,essential,1
888,Science,essential,1
888,Google Docs,software,1
888,MEDITECH software,software,0
888,Microsoft Excel,software,0
888,Microsoft Office software,software,1
888,Microsoft Outlook,software,1
889,Active Listening,essential,1
889,Speaking,essential,0
889,Reading Comprehension,essential,1
889,Critical Thinking,essential,1
889,Monitoring,essential,1
889,Adobe Acrobat,software,1
889,Adobe Creative Cloud software,software,1
889,Bentley MicroStation,software,1
889,Eclipse IDE,software,1
889,Facebook,software,1
893,Active Listening,essential,1
893,Speaking,essential,1
893,Reading Comprehension,essential,1
893,Writing,essential,0
893,Active Learning,essential,1
893,Apple macOS,software,0
893,HubSpot software,software,0
893,IBM SPSS Statistics,software,1
893,Microsoft Excel,software,1
893,Microsoft Office software,software,1
894,Reading Comprehension,essential,1
894,Active Listening,essential,1
894,Critical Thinking,essential,1
894,Speaking,essential,0
894,Science,essential,0
894,Google Docs,software,1
894,MEDITECH software,software,1
894,Microsoft Excel,software,1
894,Microsoft Office software,software,0
894,Microsoft Outlook,software,0
895,Critical Thinking,essential,1
895,Reading Comprehension,essential,1
895,Active Listening,essential,0
895,Speaking,essential,1
895,Active Learning,essential,1
895,Amazon DynamoDB,software,1
895,Amazon Elastic Compute Cloud EC2,software,1
895,Amazon Redshift,software,1
895,Amazon Web Services AWS CloudFormation,software,0
895,Amazon Web Services AWS software,software,0
896,Active Listening,essential,1
896,Speaking,essential,0
896,Reading Comprehension,essential,1
896,Writing,essential,0
896,Active Learning,essential,1
896,Apple macOS,software,0
896,HubSpot software,software,0
896,IBM SPSS Statistics,software,1
896,Microsoft Excel,software,0
896,Microsoft Office software,software,0
897,Active Listening,essential,0
897,Speaking,essential,1
897,Reading Comprehension,essential,0
897,Critical Thinking,essential,0
897,Monitoring,essential,1
897,Adobe Acrobat,software,0
897,Adobe Creative Cloud software,software,1
897,Bentley MicroStation,software,1
897,Eclipse IDE,software,1
897,Facebook,software,0
899,Critical Thinking,essential,1
899,Speaking,essential,1
899,Monitoring,essential,0
899,Reading Comprehension,essential,1
899,Active Listening,essential,1
899,Adobe Acrobat,software,1
899,Adobe After Effects,software,1
899,Adobe InDesign,software,1
899,Adobe Photoshop,software,1
899,Autodesk AutoCAD,software,1
900,Active Listening,essential,1
900,Speaking,essential,1
900,Reading Comprehension,essential,1
900,Writing,essential,1
900,Active Learning,essential,1
900,Apple macOS,software,1
900,HubSpot software,software,1
900,IBM SPSS Statistics,software,0
900,Microsoft Excel,software,1
900,Microsoft Office software,software,1
901,Science,essential,1
901,Reading Comprehension,essential,1
901,Active Listening,essential,1
901,Critical Thinking,essential,1
901,Monitoring,essential,1
901,Adobe Acrobat,software,0
901,Adobe Photoshop,software,1
901,ESRI ArcGIS software,software,1
901,IBM SPSS Statistics,software,1
901,Microsoft Access,software,1
902,Active Listening,essential,0
902,Speaking,essential,0
902,Reading Comprehension,essential,0
902,Writing,essential,1
902,Active Learning,essential,1
902,Apple macOS,software,0
902,HubSpot software,software,1
902,IBM SPSS Statistics,software,1
902,Microsoft Excel,software,1
902,Microsoft Office software,software,1
903,Active Listening,essential,1
903,Speaking,essential,0
903,Reading Comprehension,essential,0
903,Critical Thinking,essential,1
903,Monitoring,essential,1
903,Adobe Acrobat,software,1
903,Adobe Creative Cloud software,software,0
903,Bentley MicroStation,software,1
903,Eclipse IDE,software,1
903,Facebook,software,1
904,Active Listening,essential,1
904,Speaking,essential,1
904,Reading Comprehension,essential,1
904,Critical Thinking,essential,1
904,Monitoring,essential,1
904,Adobe Acrobat,software,1
904,Adobe Creative Cloud software,software,1
904,Bentley MicroStation,software,1
904,Eclipse IDE,software,1
904,Facebook,software,1
905,N/A - Department-level analysis only,N/A,0
909,Speaking,essential,1
909,Reading Comprehension,essential,1
909,Active Listening,essential,1
909,Writing,essential,1
909,Critical Thinking,essential,0
909,Adobe Acrobat,software,0
909,Adobe Creative Cloud software,software,1
909,Adobe Illustrator,software,1
909,Adobe InDesign,software,0
909,Adobe Photoshop,software,0
910,Speaking,essential,1
910,Reading Comprehension,essential,0
910,Active Listening,essential,1
910,Writing,essential,1
910,Critical Thinking,essential,0
910,Adobe Acrobat,software,1
910,Adobe Creative Cloud software,software,1
910,Adobe Illustrator,software,1
910,Adobe InDesign,software,0
910,Adobe Photoshop,software,0
911,Reading Comprehension,essential,1
911,Active Listening,essential,1
911,Critical Thinking,essential,0
911,Speaking,essential,0
911,Science,essential,1
911,Google Docs,software,0
911,MEDITECH software,software,0
911,Microsoft Excel,software,1
911,Microsoft Office software,software,1
911,Microsoft Outlook,software,1
912,Reading Comprehension,essential,0
912,Active Listening,essential,1
912,Critical Thinking,essential,1
912,Speaking,essential,1
912,Science,essential,1
912,Google Docs,software,1
912,MEDITECH software,software,1
912,Microsoft Excel,software,1
912,Microsoft Office software,software,1
912,Microsoft Outlook,software,1
913,Critical Thinking,essential,1
913,Reading Comprehension,essential,0
913,Active Listening,essential,1
913,Speaking,essential,1
913,Active Learning,essential,1
913,Amazon DynamoDB,software,1
913,Amazon Elastic Compute Cloud EC2,software,0
913,Amazon Redshift,software,1
913,Amazon Web Services AWS CloudFormation,software,0
913,Amazon Web Services AWS software,software,1
916,Active Listening,essential,1
916,Speaking,essential,0
916,Reading Comprehension,essential,1
916,Critical Thinking,essential,1
916,Monitoring,essential,1
916,Adobe Acrobat,software,0
916,Adobe Creative Cloud software,software,1
916,Bentley MicroStation,software,0
916,Eclipse IDE,software,1
916,Facebook,software,0
918,Reading Comprehension,essential,1
918,Active Listening,essential,0
918,Critical Thinking,essential,1
918,Speaking,essential,0
918,Science,essential,1
918,Google Docs,software,1
918,MEDITECH software,software,1
918,Microsoft Excel,software,1
918,Microsoft Office software,software,1
918,Microsoft Outlook,software,0
920,Critical Thinking,essential,0
920,Speaking,essential,1
920,Monitoring,essential,0
920,Reading Comprehension,essential,0
920,Active Listening,essential,1
920,Adobe Acrobat,software,0
920,Adobe After Effects,software,0
920,Adobe InDesign,software,0
920,Adobe Photoshop,software,1
920,Autodesk AutoCAD,software,0
922,Active Listening,essential,1
922,Speaking,essential,1
922,Reading Comprehension,essential,1
922,Writing,essential,0
922,Active Learning,essential,0
922,Apple macOS,software,0
922,HubSpot software,software,1
922,IBM SPSS Statistics,software,1
922,Microsoft Excel,software,1
922,Microsoft Office software,software,1
923,Critical Thinking,essential,1
923,Reading Comprehension,essential,0
923,Active Listening,essential,0
923,Speaking,essential,1
923,Active Learning,essential,1
923,Amazon DynamoDB,software,1
923,Amazon Elastic Compute Cloud EC2,software,1
923,Amazon Redshift,software,0
923,Amazon Web Services AWS CloudFormation,software,0
923,Amazon Web Services AWS software,software,0
924,Active Listening,essential,1
924,Speaking,essential,1
924,Reading Comprehension,essential,1
924,Writing,essential,1
924,Active Learning,essential,1
924,Apple macOS,software,1
924,HubSpot software,software,1
924,IBM SPSS Statistics,software,1
924,Microsoft Excel,software,1
924,Microsoft Office software,software,1
925,Active Listening,essential,1
925,Speaking,essential,1
925,Reading Comprehension,essential,1
925,Writing,essential,1
925,Active Learning,essential,1
925,Apple macOS,software,1
925,HubSpot software,software,0
925,IBM SPSS Statistics,software,0
925,Microsoft Excel,software,1
925,Microsoft Office software,software,0
926,Critical Thinking,essential,1
926,Speaking,essential,1
926,Monitoring,essential,1
926,Reading Comprehension,essential,1
926,Active Listening,essential,1
926,Adobe Acrobat,software,1
926,Adobe After Effects,software,1
926,Adobe InDesign,software,0
926,Adobe Photoshop,software,1
926,Autodesk AutoCAD,software,1
927,Reading Comprehension,essential,1
927,Active Listening,essential,1
927,Critical Thinking,essential,1
927,Speaking,essential,0
927,Science,essential,1
927,Google Docs,software,1
927,MEDITECH software,software,1
927,Microsoft Excel,software,1
927,Microsoft Office software,software,1
927,Microsoft Outlook,software,1
930,Critical Thinking,essential,0
930,Reading Comprehension,essential,1
930,Active Listening,essential,1
930,Speaking,essential,0
930,Active Learning,essential,1
930,Amazon DynamoDB,software,0
930,Amazon Elastic Compute Cloud EC2,software,0
930,Amazon Redshift,software,1
930,Amazon Web Services AWS CloudFormation,software,1
930,Amazon Web Services AWS software,software,1
932,Reading Comprehension,essential,0
932,Active Listening,essential,0
932,Critical Thinking,essential,0
932,Speaking,essential,0
932,Science,essential,0
932,Google Docs,software,1
932,MEDITECH software,software,1
932,Microsoft Excel,software,0
932,Microsoft Office software,software,1
932,Microsoft Outlook,software,1
933,Critical Thinking,essential,0
933,Reading Comprehension,essential,1
933,Active Listening,essential,0
933,Speaking,essential,0
933,Active Learning,essential,1
933,Amazon DynamoDB,software,0
933,Amazon Elastic Compute Cloud EC2,software,1
933,Amazon Redshift,software,1
933,Amazon Web Services AWS CloudFormation,software,1
933,Amazon Web Services AWS software,software,1
934,Reading Comprehension,essential,1
934,Active Listening,essential,1
934,Critical Thinking,essential,1
934,Speaking,essential,1
934,Science,essential,0
934,Google Docs,software,0
934,MEDITECH software,software,1
934,Microsoft Excel,software,1
934,Microsoft Office software,software,1
934,Microsoft Outlook,software,1
936,Active Listening,essential,1
936,Speaking,essential,1
936,Reading Comprehension,essential,1
936,Critical Thinking,essential,1
936,Monitoring,essential,1
936,Adobe Acrobat,software,1
936,Adobe Creative Cloud software,software,1
936,Bentley MicroStation,software,0
936,Eclipse IDE,software,1
936,Facebook,software,1
939,Critical Thinking,essential,0
939,Reading Comprehension,essential,0
939,Active Listening,essential,0
939,Speaking,essential,1
939,Active Learning,essential,1
939,Amazon DynamoDB,software,0
939,Amazon Elastic Compute Cloud EC2,software,0
939,Amazon Redshift,software,0
939,Amazon Web Services AWS CloudFormation,software,0
939,Amazon Web Services AWS software,software,0
940,Active Listening,essential,0
940,Speaking,essential,1
940,Reading Comprehension,essential,1
940,Writing,essential,1
940,Active Learning,essential,0
940,Apple macOS,software,1
940,HubSpot software,software,1
940,IBM SPSS Statistics,software,0
940,Microsoft Excel,software,1
940,Microsoft Office software,software,1
941,Active Listening,essential,1
941,Speaking,essential,1
941,Reading Comprehension,essential,1
941,Writing,essential,1
941,Active Learning,essential,1
941,Apple macOS,software,1
941,HubSpot software,software,1
941,IBM SPSS Statistics,software,1
941,Microsoft Excel,software,0
941,Microsoft Office software,software,1
942,Active Listening,essential,1
942,Speaking,essential,1
942,Reading Comprehension,essential,1
942,Writing,essential,0
942,Active Learning,essential,1
942,Apple macOS,software,1
942,HubSpot software,software,0
942,IBM SPSS Statistics,software,1
942,Microsoft Excel,software,1
942,Microsoft Office software,software,1
944,Reading Comprehension,essential,1
944,Active Listening,essential,1
944,Critical Thinking,essential,1
944,Speaking,essential,1
944,Science,essential,1
944,Google Docs,software,1
944,MEDITECH software,software,1
944,Microsoft Excel,software,1
944,Microsoft Office software,software,1
944,Microsoft Outlook,software,1
945,Critical Thinking,essential,0
945,Reading Comprehension,essential,0
945,Active Listening,essential,0
945,Speaking,essential,0
945,Active Learning,essential,1
945,Amazon DynamoDB,software,0
945,Amazon Elastic Compute Cloud EC2,software,0
945,Amazon Redshift,software,0
945,Amazon Web Services AWS CloudFormation,software,0
945,Amazon Web Services AWS software,software,0
947,Active Listening,essential,1
947,Speaking,essential,1
947,Reading Comprehension,essential,0
947,Critical Thinking,essential,1
947,Monitoring,essential,0
947,Adobe Acrobat,software,0
947,Adobe Creative Cloud software,software,1
947,Bentley MicroStation,software,1
947,Eclipse IDE,software,1
947,Facebook,software,1
949,Critical Thinking,essential,1
949,Reading Comprehension,essential,1
949,Active Listening,essential,1
949,Speaking,essential,1
949,Active Learning,essential,1
949,Amazon DynamoDB,software,1
949,Amazon Elastic Compute Cloud EC2,software,1
949,Amazon Redshift,software,1
949,Amazon Web Services AWS CloudFormation,software,1
949,Amazon Web Services AWS software,software,1
950,Science,essential,1
950,Reading Comprehension,essential,1
950,Active Listening,essential,1
950,Critical Thinking,essential,1
950,Monitoring,essential,1
950,Adobe Acrobat,software,1
950,Adobe Photoshop,software,1
950,ESRI ArcGIS software,software,1
950,IBM SPSS Statistics,software,1
950,Microsoft Access,software,1
951,Reading Comprehension,essential,0
951,Active Listening,essential,1
951,Critical Thinking,essential,1
951,Speaking,essential,1
951,Science,essential,1
951,Google Docs,software,1
951,MEDITECH software,software,0
951,Microsoft Excel,software,1
951,Microsoft Office software,software,1
951,Microsoft Outlook,software,1
952,Active Listening,essential,1
952,Speaking,essential,0
952,Reading Comprehension,essential,0
952,Writing,essential,0
952,Active Learning,essential,1
952,Apple macOS,software,0
952,HubSpot software,software,1
952,IBM SPSS Statistics,software,1
952,Microsoft Excel,software,0
952,Microsoft Office software,software,1
954,Active Listening,essential,1
954,Speaking,essential,0
954,Reading Comprehension,essential,0
954,Critical Thinking,essential,0
954,Monitoring,essential,1
954,Adobe Acrobat,software,1
954,Adobe Creative Cloud software,software,1
954,Bentley MicroStation,software,0
954,Eclipse IDE,software,0
954,Facebook,software,0
956,Active Listening,essential,1
956,Speaking,essential,1
956,Reading Comprehension,essential,1
956,Critical Thinking,essential,1
956,Monitoring,essential,0
956,Adobe Acrobat,software,0
956,Adobe Creative Cloud software,software,1
956,Bentley MicroStation,software,1
956,Eclipse IDE,software,0
956,Facebook,software,1
957,Reading Comprehension,essential,1
957,Active Listening,essential,1
957,Critical Thinking,essential,1
957,Speaking,essential,1
957,Science,essential,1
957,Google Docs,software,1
957,MEDITECH software,software,1
957,Microsoft Excel,software,1
957,Microsoft Office software,software,1
957,Microsoft Outlook,software,1
958,Reading Comprehension,essential,1
958,Active Listening,essential,1
958,Critical Thinking,essential,1
958,Speaking,essential,1
958,Science,essential,1
958,Google Docs,software,1
958,MEDITECH software,software,1
958,Microsoft Excel,software,1
958,Microsoft Office software,software,0
958,Microsoft Outlook,software,1
959,Active Listening,essential,0
959,Speaking,essential,0
959,Reading Comprehension,essential,1
959,Writing,essential,1
959,Active Learning,essential,1
959,Apple macOS,software,0
959,HubSpot software,software,0
959,IBM SPSS Statistics,software,0
959,Microsoft Excel,software,1
959,Microsoft Office software,software,0
960,Reading Comprehension,essential,1
960,Active Listening,essential,1
960,Critical Thinking,essential,0
960,Speaking,essential,0
960,Science,essential,0
960,Google Docs,software,1
960,MEDITECH software,software,0
960,Microsoft Excel,software,1
960,Microsoft Office software,software,1
960,Microsoft Outlook,software,0
961,Active Listening,essential,1
961,Speaking,essential,0
961,Reading Comprehension,essential,1
961,Writing,essential,0
961,Active Learning,essential,1
961,Apple macOS,software,0
961,HubSpot software,software,1
961,IBM SPSS Statistics,software,1
961,Microsoft Excel,software,1
961,Microsoft Office software,software,0
964,Critical Thinking,essential,1
964,Reading Comprehension,essential,1
964,Active Listening,essential,0
964,Speaking,essential,1
964,Active Learning,essential,1
964,Amazon DynamoDB,software,1
964,Amazon Elastic Compute Cloud EC2,software,1
964,Amazon Redshift,software,0
964,Amazon Web Services AWS CloudFormation,software,0
964,Amazon Web Services AWS software,software,0
966,Critical Thinking,essential,0
966,Speaking,essential,1
966,Monitoring,essential,1
966,Reading Comprehension,essential,1
966,Active Listening,essential,1
966,Adobe Acrobat,software,1
966,Adobe After Effects,software,0
966,Adobe InDesign,software,1
966,Adobe Photoshop,software,1
966,Autodesk AutoCAD,software,1
967,Active Listening,essential,1
967,Speaking,essential,1
967,Reading Comprehension,essential,1
967,Critical Thinking,essential,1
967,Monitoring,essential,1
967,Adobe Acrobat,software,1
967,Adobe Creative Cloud software,software,1
967,Bentley MicroStation,software,1
967,Eclipse IDE,software,1
967,Facebook,software,1
969,Active Listening,essential,1
969,Speaking,essential,1
969,Reading Comprehension,essential,0
969,Writing,essential,1
969,Active Learning,essential,1
969,Apple macOS,software,1
969,HubSpot software,software,0
969,IBM SPSS Statistics,software,1
969,Microsoft Excel,software,1
969,Microsoft Office software,software,1
970,Active Listening,essential,1
970,Speaking,essential,0
970,Reading Comprehension,essential,1
970,Critical Thinking,essential,1
970,Monitoring,essential,1
970,Adobe Acrobat,software,1
970,Adobe Creative Cloud software,software,1
970,Bentley MicroStation,software,1
970,Eclipse IDE,software,1
970,Facebook,software,1
972,Reading Comprehension,essential,1
972,Active Listening,essential,1
972,Critical Thinking,essential,1
972,Speaking,essential,1
972,Science,essential,1
972,Google Docs,software,1
972,MEDITECH software,software,1
972,Microsoft Excel,software,1
972,Microsoft Office software,software,1
972,Microsoft Outlook,software,1
974,Active Listening,essential,1
974,Speaking,essential,0
974,Reading Comprehension,essential,1
974,Writing,essential,0
974,Active Learning,essential,0
974,Apple macOS,software,0
974,HubSpot software,software,1
974,IBM SPSS Statistics,software,1
974,Microsoft Excel,software,1
974,Microsoft Office software,software,1
975,Active Listening,essential,1
975,Speaking,essential,1
975,Reading Comprehension,essential,1
975,Critical Thinking,essential,1
975,Monitoring,essential,1
975,Adobe Acrobat,software,1
975,Adobe Creative Cloud software,software,0
975,Bentley MicroStation,software,1
975,Eclipse IDE,software,1
975,Facebook,software,0
976,N/A - Department-level analysis only,N/A,0
977,Critical Thinking,essential,0
977,Reading Comprehension,essential,1
977,Active Listening,essential,1
977,Speaking,essential,1
977,Active Learning,essential,0
977,Amazon DynamoDB,software,1
977,Amazon Elastic Compute Cloud EC2,software,1
977,Amazon Redshift,software,1
977,Amazon Web Services AWS CloudFormation,software,1
977,Amazon Web Services AWS software,software,0
981,N/A - Department-level analysis only,N/A,0
982,Active Listening,essential,1
982,Speaking,essential,1
982,Reading Comprehension,essential,1
982,Critical Thinking,essential,1
982,Monitoring,essential,1
982,Adobe Acrobat,software,0
982,Adobe Creative Cloud software,software,1
982,Bentley MicroStation,software,0
982,Eclipse IDE,software,0
982,Facebook,software,1
983,Active Listening,essential,1
983,Speaking,essential,0
983,Reading Comprehension,essential,0
983,Critical Thinking,essential,0
983,Monitoring,essential,1
983,Adobe Acrobat,software,1
983,Adobe Creative Cloud software,software,0
983,Bentley MicroStation,software,0
983,Eclipse IDE,software,0
983,Facebook,software,1
984,Active Listening,essential,1
984,Speaking,essential,1
984,Reading Comprehension,essential,1
984,Critical Thinking,essential,1
984,Monitoring,essential,1
984,Adobe Acrobat,software,0
984,Adobe Creative Cloud software,software,1
984,Bentley MicroStation,software,1
984,Eclipse IDE,software,1
984,Facebook,software,1
985,Active Listening,essential,1
985,Speaking,essential,0
985,Reading Comprehension,essential,0
985,Critical Thinking,essential,1
985,Monitoring,essential,1
985,Adobe Acrobat,software,1
985,Adobe Creative Cloud software,software,1
985,Bentley MicroStation,software,0
985,Eclipse IDE,software,1
985,Facebook,software,1
986,Active Listening,essential,1
986,Speaking,essential,0
986,Reading Comprehension,essential,0
986,Critical Thinking,essential,1
986,Monitoring,essential,0
986,Adobe Acrobat,software,1
986,Adobe Creative Cloud software,software,0
986,Bentley MicroStation,software,0
986,Eclipse IDE,software,1
986,Facebook,software,1
987,Critical Thinking,essential,1
987,Speaking,essential,1
987,Monitoring,essential,1
987,Reading Comprehension,essential,1
987,Active Listening,essential,1
987,Adobe Acrobat,software,1
987,Adobe After Effects,software,1
987,Adobe InDesign,software,1
987,Adobe Photoshop,software,1
987,Autodesk AutoCAD,software,0
990,Active Listening,essential,1
990,Speaking,essential,1
990,Reading Comprehension,essential,1
990,Critical Thinking,essential,1
990,Monitoring,essential,1
990,Adobe Acrobat,software,1
990,Adobe Creative Cloud software,software,1
990,Bentley MicroStation,software,1
990,Eclipse IDE,software,1
990,Facebook,software,1
991,Critical Thinking,essential,0
991,Reading Comprehension,essential,1
991,Active Listening,essential,1
